
Linux 2.6.32-431.3.1.el6.x86_64 (localhost.localdomain) 	03/02/14 	_x86_64_	(2 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
dm-5              0.00     0.00    0.00  570.00     0.00 13589.33    23.84     2.47    4.33   1.44  81.87
dm-6              0.00     0.00    0.00    3.67     0.00    29.33     8.00     0.05   13.00   6.82   2.50

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    78.67    0.00  104.33     0.00  2978.67    28.55     0.44    4.18   3.48  36.27
sdb               0.00    63.67    0.00  101.00     0.00  2346.67    23.23     0.29    2.86   2.33  23.53
sdc               0.00    79.33    0.00  102.67     0.00  2410.67    23.48     0.32    3.11   2.65  27.20
sdd               0.00    71.33    0.00  102.67     0.00  2298.67    22.39     0.34    3.28   2.72  27.93
dm-0              0.00     0.00    0.00  570.00     0.00 10034.67    17.60     2.34    4.10   1.45  82.60
dm-1              0.00     0.00    0.00  570.00     0.00 10034.67    17.60     2.34    4.10   1.45  82.67
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.00    2.33   1.00   0.10
dm-5              0.00     0.00    0.00  532.00     0.00 10029.33    18.85     2.34    4.39   1.55  82.67
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    78.67    0.00  110.00     0.00  2850.67    25.92     0.40    3.68   3.02  33.27
sdb               0.00    70.00    0.00   96.67     0.00  2114.67    21.88     0.31    3.22   2.51  24.30
sdc               0.00    71.33    0.00  100.67     0.00  2144.00    21.30     0.36    3.53   2.87  28.90
sdd               0.00    78.33    0.00  100.67     0.00  2200.00    21.85     0.39    3.87   3.07  30.93
dm-0              0.00     0.00    0.00  568.00     0.00  9309.33    16.39     1.93    3.41   1.44  81.77
dm-1              0.00     0.00    0.00  568.00     0.00  9309.33    16.39     1.94    3.41   1.44  81.80
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  515.67     0.00  9197.33    17.84     1.86    3.62   1.59  81.83
dm-6              0.00     0.00    0.00   13.67     0.00   109.33     8.00     0.07    5.37   1.39   1.90

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    52.67    0.00   95.00     0.00  2680.00    28.21     0.36    3.84   2.94  27.93
sdb               0.00    53.67    0.00   97.00     0.00  2296.00    23.67     0.37    3.84   2.91  28.27
sdc               0.00    52.67    0.00  101.67     0.00  2245.33    22.09     0.31    3.06   2.65  26.93
sdd               0.00    57.00    0.00   96.00     0.00  2200.00    22.92     0.33    3.47   2.92  28.03
dm-0              0.00     0.00    0.00  477.67     0.00  9421.33    19.72     1.59    3.33   1.64  78.37
dm-1              0.00     0.00    0.00  477.67     0.00  9421.33    19.72     1.59    3.34   1.64  78.37
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    2.67     0.00    21.33     8.00     0.01    4.50   4.50   1.20
dm-5              0.00     0.00    0.00  437.33     0.00  9378.67    21.45     1.54    3.52   1.79  78.20
dm-6              0.00     0.00    0.00    2.67     0.00    21.33     8.00     0.04   16.50   2.38   0.63

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    81.00    0.00  112.67     0.00  3008.00    26.70     0.37    3.28   2.76  31.10
sdb               0.00    84.00    0.00  102.67     0.00  2594.67    25.27     0.36    3.55   2.69  27.60
sdc               0.00    77.00    0.00  102.67     0.00  2362.67    23.01     0.31    2.99   2.61  26.80
sdd               0.00    78.67    0.00   96.67     0.00  2272.00    23.50     0.34    3.47   2.96  28.60
dm-0              0.00     0.00    0.00  593.33     0.00 10237.33    17.25     2.28    3.84   1.34  79.77
dm-1              0.00     0.00    0.00  593.33     0.00 10237.33    17.25     2.28    3.85   1.34  79.80
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  551.33     0.00 10221.33    18.54     2.28    4.13   1.45  79.83
dm-6              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.01    4.83   4.83   0.97

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    85.00    0.00   96.67     0.00  2552.00    26.40     0.40    4.18   3.42  33.03
sdb               0.00    74.33    0.00  100.67     0.00  2397.33    23.81     0.30    3.01   2.59  26.07
sdc               0.00    67.67    0.00  104.67     0.00  2296.00    21.94     0.34    3.28   2.90  30.37
sdd               0.00    71.33    0.00   95.67     0.00  2210.67    23.11     0.31    3.22   2.63  25.20
dm-0              0.00     0.00    0.00  571.67     0.00  9456.00    16.54     1.67    2.93   1.40  80.20
dm-1              0.00     0.00    0.00  571.67     0.00  9456.00    16.54     1.68    2.93   1.40  80.23
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.01   13.00  13.00   1.30
dm-5              0.00     0.00    0.00  530.00     0.00  9424.00    17.78     1.65    3.11   1.51  80.10
dm-6              0.00     0.00    0.00    3.33     0.00    26.67     8.00     0.02    5.60   4.70   1.57

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    71.00    0.00   82.67     0.00  1344.00    16.26     0.28    3.44   3.09  25.57
sdb               0.00    69.33    0.00   82.00     0.00  1317.33    16.07     0.31    3.72   3.43  28.10
sdc               0.00    75.00    0.00   80.33     0.00  1354.67    16.86     0.30    3.73   3.46  27.80
sdd               0.00    59.00    0.00   83.00     0.00  1162.67    14.01     0.29    3.47   3.28  27.20
dm-0              0.00     0.00    0.00  482.67     0.00  5178.67    10.73     1.42    2.94   1.60  77.20
dm-1              0.00     0.00    0.00  482.67     0.00  5178.67    10.73     1.42    2.94   1.60  77.23
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  444.67     0.00  5176.00    11.64     1.42    3.19   1.74  77.37
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               2.33    76.00    0.33   85.00    21.33  1432.00    17.03     0.31    3.58   3.17  27.07
sdb               0.00    73.33    0.00   88.67     0.00  1474.67    16.63     0.33    3.68   3.12  27.70
sdc               0.00    73.00    0.00   86.00     0.00  1429.33    16.62     0.32    3.76   3.04  26.17
sdd               0.00    69.67    0.00   85.00     0.00  1341.33    15.78     0.27    3.21   3.01  25.57
dm-0              0.00     0.00    2.67  511.33    21.33  5677.33    11.09     1.50    2.91   1.50  77.00
dm-1              0.00     0.00    0.00  511.33     0.00  5677.33    11.10     1.50    2.93   1.51  77.07
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  468.00     0.00  5645.33    12.06     1.48    3.16   1.65  77.10
dm-6              0.00     0.00    0.00    4.33     0.00    34.67     8.00     0.02    4.85   4.00   1.73

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               2.33    45.33    0.33   79.00    21.33  1490.67    19.06     0.32    4.08   3.21  25.47
sdb               0.00    40.67    0.00   77.00     0.00  1213.33    15.76     0.24    3.06   2.86  22.03
sdc               0.00    40.67    0.00   72.00     0.00  1125.33    15.63     0.23    3.15   2.75  19.77
sdd               0.00    43.67    0.00   72.67     0.00  1101.33    15.16     0.25    3.51   3.20  23.27
dm-0              0.00     0.00    2.67  363.00    21.33  4930.67    13.54     1.00    2.74   1.79  65.47
dm-1              0.00     0.00    0.00  363.00     0.00  4930.67    13.58     1.01    2.77   1.81  65.53
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  331.67     0.00  4930.67    14.87     1.01    3.04   1.98  65.60
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    70.00    0.00  134.00     0.00  3866.67    28.86     0.46    3.43   2.70  36.17
sdb               0.00    82.67    0.00  119.00     0.00  3573.33    30.03     0.40    3.38   2.65  31.53
sdc               0.00    75.67    0.00  115.00     0.00  3309.33    28.78     0.37    3.18   2.39  27.53
sdd               0.00    84.67    0.00  101.67     0.00  3205.33    31.53     0.40    3.92   2.95  30.00
dm-0              0.00     0.00    0.00  641.33     0.00 13954.67    21.76     2.17    3.38   1.28  82.37
dm-1              0.00     0.00    0.00  641.33     0.00 13954.67    21.76     2.17    3.38   1.29  82.43
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    6.33     0.00    50.67     8.00     0.04    6.63   5.58   3.53
dm-5              0.00     0.00    0.00  594.33     0.00 13885.33    23.36     2.12    3.56   1.39  82.40
dm-6              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.01    6.17   6.17   1.23

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00   100.67    0.00  107.00     0.00  3093.33    28.91     0.43    3.98   3.23  34.60
sdb               0.00    97.00    0.00   93.00     0.00  2640.00    28.39     0.33    3.53   2.95  27.43
sdc               0.00    95.00    0.00   97.33     0.00  2613.33    26.85     0.39    3.97   3.15  30.63
sdd               0.00   102.67    0.00   89.00     0.00  2488.00    27.96     0.37    4.23   3.07  27.33
dm-0              0.00     0.00    0.00  643.00     0.00 10834.67    16.85     2.86    4.45   1.27  81.77
dm-1              0.00     0.00    0.00  643.00     0.00 10834.67    16.85     2.86    4.45   1.27  81.93
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  604.00     0.00 10834.67    17.94     2.86    4.74   1.36  82.03
dm-6              0.00     0.00    0.00    0.33     0.00     2.67     8.00     0.00   14.00  14.00   0.47

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    60.00    0.00  111.33     0.00  3706.67    33.29     0.44    3.93   3.03  33.70
sdb               0.00    54.33    0.00  110.00     0.00  3298.67    29.99     0.26    2.34   1.95  21.47
sdc               0.00    65.33    0.00  100.33     0.00  3125.33    31.15     0.40    3.95   2.95  29.60
sdd               0.00    40.67    0.00  116.67     0.00  2930.67    25.12     0.38    3.30   2.74  31.93
dm-0              0.00     0.00    0.00  526.67     0.00 13061.33    24.80     1.93    3.65   1.48  78.10
dm-1              0.00     0.00    0.00  526.67     0.00 13061.33    24.80     1.93    3.66   1.48  78.13
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    2.67     0.00    21.33     8.00     0.01    3.00   3.00   0.80
dm-5              0.00     0.00    0.00  485.33     0.00 13013.33    26.81     1.90    3.91   1.61  77.93
dm-6              0.00     0.00    0.00    3.33     0.00    26.67     8.00     0.02    5.60   3.50   1.17

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    71.67    0.00  109.33     0.00  2845.33    26.02     0.37    3.40   2.83  30.93
sdb               0.00    69.00    0.00  104.67     0.00  2485.33    23.75     0.32    3.04   2.62  27.43
sdc               0.00    65.00    0.00  104.33     0.00  2352.00    22.54     0.39    3.78   2.80  29.17
sdd               0.00    70.67    0.00   98.67     0.00  2317.33    23.49     0.32    3.29   2.70  26.67
dm-0              0.00     0.00    0.00  559.00     0.00 10000.00    17.89     1.92    3.43   1.36  76.27
dm-1              0.00     0.00    0.00  559.00     0.00 10000.00    17.89     1.92    3.44   1.37  76.37
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  511.33     0.00  9920.00    19.40     1.92    3.75   1.50  76.83
dm-6              0.00     0.00    0.00    9.67     0.00    77.33     8.00     0.01    1.00   0.03   0.03

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    47.33    0.00   93.33     0.00  1605.33    17.20     0.38    4.06   3.25  30.30
sdb               0.00    48.67    0.00   90.00     0.00  1186.67    13.19     0.29    3.20   2.91  26.17
sdc               0.00    51.33    0.00   85.00     0.00  1152.00    13.55     0.28    3.30   2.86  24.30
sdd               0.00    46.33    0.00   90.33     0.00  1109.33    12.28     0.31    3.47   3.14  28.40
dm-0              0.00     0.00    0.00  417.33     0.00  5053.33    12.11     1.16    2.78   1.86  77.70
dm-1              0.00     0.00    0.00  417.33     0.00  5053.33    12.11     1.16    2.78   1.86  77.73
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  375.33     0.00  5024.00    13.39     1.14    3.05   2.08  77.93
dm-6              0.00     0.00    0.00    4.00     0.00    32.00     8.00     0.02    4.83   3.00   1.20

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    98.00    0.00  100.67     0.00  3712.00    36.87     0.39    3.89   2.98  30.00
sdb               0.00    82.33    0.00  113.00     0.00  3434.67    30.40     0.36    3.21   2.73  30.83
sdc               0.00    94.33    0.00  101.67     0.00  3330.67    32.76     0.41    3.99   2.85  28.93
sdd               0.00    83.67    0.00  108.67     0.00  3213.33    29.57     0.33    3.08   2.65  28.83
dm-0              0.00     0.00    0.00  648.33     0.00 13690.67    21.12     2.51    3.87   1.25  81.30
dm-1              0.00     0.00    0.00  648.33     0.00 13690.67    21.12     2.51    3.87   1.25  81.30
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    4.33     0.00    34.67     8.00     0.01    2.46   2.15   0.93
dm-5              0.00     0.00    0.00  605.33     0.00 13656.00    22.56     2.50    4.13   1.34  81.03
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    70.33    0.00   80.33     0.00  1474.67    18.36     0.27    3.44   3.12  25.07
sdb               0.00    72.00    0.00   78.00     0.00  1410.67    18.09     0.26    3.33   3.15  24.53
sdc               0.00    69.00    0.00   81.00     0.00  1365.33    16.86     0.30    3.74   3.26  26.37
sdd               0.00    66.67    0.00   75.00     0.00  1272.00    16.96     0.26    3.46   3.16  23.73
dm-0              0.00     0.00    0.00  479.00     0.00  5522.67    11.53     1.39    2.92   1.52  72.93
dm-1              0.00     0.00    0.00  479.00     0.00  5522.67    11.53     1.39    2.92   1.52  72.97
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  441.33     0.00  5504.00    12.47     1.37    3.12   1.65  72.63
dm-6              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.02   10.83   7.67   1.53

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    76.00    0.00   75.00     0.00  1514.67    20.20     0.27    3.60   3.24  24.33
sdb               0.00    77.33    0.00   71.33     0.00  1450.67    20.34     0.24    3.37   3.18  22.70
sdc               4.67    71.33    0.67   78.67    42.67  1440.00    18.69     0.26    3.33   3.06  24.27
sdd               0.00    67.67    0.00   77.33     0.00  1298.67    16.79     0.25    3.17   3.00  23.23
dm-0              0.00     0.00    5.33  484.67    42.67  5704.00    11.73     1.35    2.76   1.38  67.47
dm-1              0.00     0.00    0.00  484.67     0.00  5704.00    11.77     1.35    2.78   1.39  67.47
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    5.33    0.00    42.67     0.00     8.00     0.01    1.00   0.13   0.07
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  450.33     0.00  5704.00    12.67     1.35    3.00   1.50  67.50
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    70.00    0.00   82.00     0.00  1461.33    17.82     0.31    3.87   3.06  25.10
sdb               0.00    78.33    0.00   79.67     0.00  1469.33    18.44     0.31    3.85   3.35  26.70
sdc               0.00    70.67    0.00   84.33     0.00  1437.33    17.04     0.36    4.24   3.44  29.03
sdd               0.00    60.00    0.00   80.00     0.00  1189.33    14.87     0.23    2.92   2.78  22.27
dm-0              0.00     0.00    0.00  487.00     0.00  5557.33    11.41     1.56    3.21   1.57  76.27
dm-1              0.00     0.00    0.00  487.00     0.00  5557.33    11.41     1.56    3.21   1.57  76.27
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.01    2.67   2.67   0.53
dm-5              0.00     0.00    0.00  442.33     0.00  5488.00    12.41     1.48    3.35   1.72  76.10
dm-6              0.00     0.00    0.00    6.67     0.00    53.33     8.00     0.07   11.25   4.65   3.10

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    88.33    0.00  119.00     0.00  3618.67    30.41     0.48    4.04   3.06  36.47
sdb               0.00    80.67    0.00  115.33     0.00  3168.00    27.47     0.35    3.05   2.57  29.60
sdc               0.00    76.33    0.00  120.00     0.00  3109.33    25.91     0.39    3.26   2.62  31.50
sdd               0.00    80.67    0.00  109.33     0.00  3034.67    27.76     0.33    3.00   2.49  27.27
dm-0              0.00     0.00    0.00  647.67     0.00 12984.00    20.05     2.09    3.22   1.26  81.53
dm-1              0.00     0.00    0.00  647.67     0.00 12984.00    20.05     2.09    3.22   1.26  81.60
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  609.67     0.00 12986.67    21.30     2.09    3.43   1.34  81.70
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    46.67    0.00   96.67     0.00  1656.00    17.13     0.31    3.26   2.98  28.80
sdb               0.00    52.67    0.00   94.00     0.00  1586.67    16.88     0.28    3.05   2.82  26.53
sdc               0.00    56.00    0.00   93.33     0.00  1538.67    16.49     0.35    3.74   3.28  30.60
sdd               0.00    53.67    0.00   83.00     0.00  1370.67    16.51     0.29    3.51   2.99  24.80
dm-0              0.00     0.00    0.00  442.33     0.00  6098.67    13.79     1.20    2.71   1.85  82.03
dm-1              0.00     0.00    0.00  442.33     0.00  6098.67    13.79     1.20    2.72   1.86  82.07
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  399.67     0.00  6085.33    15.23     1.19    2.97   2.06  82.13
dm-6              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    7.80   7.80   1.30

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    95.33    0.00   80.33     0.00  1485.33    18.49     0.24    2.96   2.86  22.97
sdb               0.00    95.00    0.00   83.33     0.00  1538.67    18.46     0.27    3.29   3.04  25.33
sdc               0.00    87.67    0.00   86.33     0.00  1496.00    17.33     0.24    2.80   2.66  22.93
sdd               0.00    88.33    0.00   84.33     0.00  1429.33    16.95     0.34    4.01   3.29  27.77
dm-0              0.00     0.00    0.00  578.00     0.00  5949.33    10.29     1.67    2.90   1.25  72.23
dm-1              0.00     0.00    0.00  578.00     0.00  5949.33    10.29     1.67    2.90   1.25  72.27
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.01    6.00   6.00   0.60
dm-5              0.00     0.00    0.00  534.67     0.00  5914.67    11.06     1.64    3.08   1.35  72.13
dm-6              0.00     0.00    0.00    3.33     0.00    26.67     8.00     0.02    7.30   5.60   1.87

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    44.00    0.00   82.00     0.00  1170.67    14.28     0.27    3.30   3.05  25.03
sdb               0.00    36.67    0.00   84.33     0.00  1069.33    12.68     0.28    3.27   3.19  26.90
sdc               0.00    41.67    0.00   85.00     0.00  1130.67    13.30     0.28    3.21   3.02  25.63
sdd               0.00    47.33    0.00   82.33     0.00  1106.67    13.44     0.31    3.73   3.36  27.70
dm-0              0.00     0.00    0.00  379.00     0.00  4477.33    11.81     1.05    2.74   2.07  78.63
dm-1              0.00     0.00    0.00  379.00     0.00  4477.33    11.81     1.05    2.75   2.08  78.70
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  340.67     0.00  4477.33    13.14     1.05    3.06   2.31  78.80
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    72.33    0.00  108.00     0.00  2749.33    25.46     0.37    3.46   2.87  31.00
sdb               0.00    86.00    0.00   93.00     0.00  2512.00    27.01     0.39    4.16   3.34  31.10
sdc               0.00    72.33    0.00  100.33     0.00  2368.00    23.60     0.30    3.06   2.63  26.37
sdd               0.00    63.67    0.00  107.67     0.00  2296.00    21.33     0.37    3.42   2.98  32.03
dm-0              0.00     0.00    0.00  567.33     0.00  9925.33    17.49     1.82    3.22   1.44  81.80
dm-1              0.00     0.00    0.00  567.33     0.00  9925.33    17.49     1.82    3.22   1.44  81.87
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    5.60   5.60   0.93
dm-5              0.00     0.00    0.00  513.33     0.00  9808.00    19.11     1.78    3.47   1.59  81.73
dm-6              0.00     0.00    0.00   12.67     0.00   101.33     8.00     0.04    3.00   0.95   1.20

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    63.00    0.00   85.67     0.00  1413.33    16.50     0.30    3.54   3.21  27.47
sdb               0.00    60.33    0.00   88.67     0.00  1357.33    15.31     0.30    3.42   3.18  28.17
sdc               0.00    58.33    0.00   78.00     0.00  1197.33    15.35     0.25    3.22   2.95  23.00
sdd               0.00    59.00    0.00   84.00     0.00  1250.67    14.89     0.30    3.63   3.22  27.07
dm-0              0.00     0.00    0.00  454.67     0.00  5218.67    11.48     1.32    2.90   1.72  78.33
dm-1              0.00     0.00    0.00  454.67     0.00  5218.67    11.48     1.32    2.90   1.72  78.37
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.33     0.00     2.67     8.00     0.00    0.00   0.00   0.00
